No,Kode,Nama,Saham Beredar,Market Cap
418,RAJA,Rukun Raharja Tbk.,4077082500,807262000000
419,RALS,Ramayana Lestari Sentosa Tbk.,7096000000,8479720000000
420,RANC,Supra Boga Lestari Tbk.,1564487500,829178000000
421,RBMS,Ristia Bintang Mahkotasejati Tbk.,326722500,27771412500
422,RDTX,Roda Vivatex Tbk,268800000,2688000000000
423,RELI,Reliance Securities Tbk,1800000000,766800000000
424,RICY,Ricky Putra Globalindo Tbk,641717510,98824496540
425,RIGS,Rig Tenders Indonesia Tbk.,609130000,103552000000
426,RIMO,Rimo International Lestari Tbk,340000000,64600000000
427,RMBA,Bentoel Internasional Investama Tbk.,36401136250,17618100000000
428,RODA,Pikko Land Development Tbk.,13592128209,5300930000000
429,ROTI,Nippon Indosari Corpindo Tbk.,5061800000,8098880000000
430,RUIS,Radiant Utama Interinsco Tbk.,770000000,181720000000
431,SAFE,Steady Safe Tbk,615145012,54132761056
432,SAME,Sarana Meditama Metropolitan Tbk.,1180000000,3304000000000
433,SCBD,Danayasa Arthatama Tbk.,3322092000,5481450000000
434,SCCO,Supreme Cable Manufacturing & Commerce,205583400,1495620000000
435,SCMA,Surya Citra Media Tbk.,14621601234,40940500000000
436,SCPI,Merck Sharp Dohme Pharma Tbk.,3600000,104400000000
437,SDMU,Sidomulyo Selaras Tbk.,1135225000,508581000000
438,SDPC,Millennium Pharmacon International,728000000,68432000000
439,SDRA,Bank Woori Saudara Indonesia 1906 Tbk.,5021633094,5774880000000
440,SGRO,Sampoerna Agro Tbk.,1890000000,3609900000000
441,SHID,Hotel Sahid Jaya International Tbk.,1119326168,1001800000000
442,SHIP,Sillo Maritime Perdana Tbk.,2500000000,1245000000000
443,SIAP,Sekawan Intipratama Tbk,24000000000,1992000000000
444,SIDO,Industri Jamu dan Farmasi Sido Muncul,15000000000,7800000000000
445,SILO,Siloam International Hospitals Tbk.,1300612500,14176700000000
446,SIMA,Siwani Makmur Tbk,442589871,72584738844
447,SIMP,Salim Ivomas Pratama Tbk.,15816310000,7813260000000
448,SIPD,Sierad Produce Tbk.,1339102579,910590000000
449,SKBM,Sekar Bumi Tbk.,936530894,599380000000
450,SKLT,Sekar Laut Tbk.,690740500,212748000000
451,SKYB,Skybee Tbk.,585000000,245700000000
452,SMAR,Smart Tbk.,2872193366,12494000000000
453,SMBR,Semen Baturaja (Persero) Tbk.,9837678500,27447100000000
454,SMCB,Holcim Indonesia Tbk.,7662900000,6896610000000
455,SMDM,Suryamas Dutamakmur Tbk.,4772138237,362683000000
456,SMDR,Samudera Indonesia  Tbk.,163756000,921128000000
457,SMGR,Semen Indonesia (Persero) Tbk.,5931520000,54421700000000
458,SMMA,Sinarmas Multiartha Tbk.,6367664717,54602700000000
459,SMMT,Golden Eagle Energy Tbk.,3150000000,469350000000
460,SMRA,Summarecon Agung Tbk.,14426781680,19115500000000
461,SMRU,SMR Utama Tbk.,12499385782,4249790000000
462,SMSM,Selamat Sempurna Tbk.,5758675440,5643500000000
463,SOBI,Sorini Agro Asia Corporindo Tbk.,925211250,1572860000000
464,SOCI,Soechi Lines Tbk.,7059000000,2357710000000
465,SONA,Sona Topas Tourism Industry Tbk.,331200000,834624000000
466,SPMA,Suparma Tbk.,2114570958,410227000000
467,SQBB,Taisho Pharmaceutical Indonesia Tbk.,9268000,97314000000
468,SQBI,Taisho Pharmaceutical Indonesia Tbk.,972000,401922000000
469,SQMI,Renuka Coalindo Tbk.,301200000,493968000000
470,SRAJ,Sejahteraraya Anugrahjaya Tbk.,10917783981,2663940000000
471,SRIL,Sri Rejeki Isman Tbk.,18592888040,4276360000000
472,SRSN,Indo Acidatama Tbk,6020000000,301000000000
473,SRTG,Saratoga Investama Sedaya Tbk.,2712967000,9495380000000
474,SSIA,Surya Semesta Internusa Tbk.,4705249440,2042080000000
475,SSMS,Sawit Sumbermas Sarana Tbk.,9525000000,13335000000000
476,SSTM,Sunson Textile Manufacture Tbk,1170909181,421527000000
477,STAR,Star  Petrochem Tbk.,4800000602,268800000000
478,STTP,Siantar Top Tbk.,1310000000,4178900000000
479,SUGI,Sugih Energy Tbk.,24811541414,2828520000000
480,SULI,SLJ Global Tbk.,3111401022,591166000000
481,SUPR,Solusi Tunas Pratama Tbk.,1137579698,7963060000000
482,TALF,Tunas Alfin Tbk.,1353435000,568443000000
483,TARA,Sitara Propertindo Tbk.,10065833300,6593120000000
484,TAXI,Express Transindo Utama Tbk.,2145600000,364752000000
485,TBIG,Tower Bersama Infrastructure Tbk.,4531399889,22566400000000
486,TBLA,Tunas Baru Lampung Tbk.,5342098939,5288680000000
487,TBMS,Tembaga Mulia Semanan Tbk.,367340000,295709000000
488,TCID,Mandom Indonesia Tbk.,201066667,2513330000000
489,TELE,Tiphone Mobile Indonesia Tbk.,7182115317,6140710000000
490,TFCO,Tifico Fiber Indonesia Tbk.,4823076400,4919540000000
491,TGKA,Tigaraksa Satria Tbk.,918492750,3012660000000
492,TIFA,Tifa Finance Tbk.,1079700000,161955000000
493,TINS,Timah (Persero) Tbk.,7447753454,8006330000000
494,TIRA,Tira Austenite Tbk,588000000,194040000000
495,TIRT,Tirta Mahakam Resources Tbk,1011774750,126472000000
496,TKGA,Permata Prima Sakti Tbk.,1012000000,1821600000000
497,TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,2671404527,1950130000000
498,TLKM,Telekomunikasi Indonesia (Persero),100800000000,401184000000000
499,TMAS,Pelayaran Tempuran Emas Tbk.,1141030000,1996800000000
500,TMPI,Sigmagold Inti Perkasa Tbk.,5502083747,275104000000
501,TMPO,Tempo Intimedia Tbk.,725000000,108025000000
502,TOBA,Toba Bara Sejahtra Tbk.,2012491000,2505550000000
503,TOTL,Total Bangun Persada Tbk.,3410000000,2608650000000
504,TOTO,Surya Toto Indonesia Tbk.,10320000000,5139360000000
505,TOWR,Sarana Menara Nusantara Tbk.,10202925000,36526500000000
506,TPIA,Chandra Asri Petrochemical Tbk.,3286962558,67875800000000
507,TPMA,Trans Power Marine Tbk.,2633300000,832123000000
508,TRAM,Trada Maritime Tbk.,9731641746,1372160000000
509,TRIL,Triwira Insanlestari Tbk.,1200000000,60000000000
510,TRIM,Trimegah Sekuritas Indonesia Tbk.,7109300000,490542000000
511,TRIO,Trikomsel Oke Tbk.,4761500000,9523000000000
512,TRIS,Trisula International Tbk.,1045446325,351270000000
513,TRST,Trias Sentosa Tbk.,2808000000,842400000000
514,TRUB,Truba Alam Manunggal Engineering Tbk.,15799456267,789973000000
515,TRUS,Trust Finance Indonesia Tbk,800000000,153600000000
516,TSPC,Tempo Scan Pacific Tbk.,4500000000,8865000000000
517,TURI,Tunas Ridean Tbk.,5580000000,7254000000000
518,ULTJ,Ultra Jaya Milk Industry & Trading,2888382000,13199900000000
519,UNIC,Unggul Indah Cahaya Tbk.,383331363,908495000000
520,UNIT,Nusantara Inti Corpora Tbk,75422200,27151992000
521,UNSP,Bakrie Sumatra Plantations Tbk.,13720471386,686024000000
522,UNTR,United Tractors Tbk.,3730135136,79265400000000
523,UNVR,Unilever Indonesia Tbk.,7630000000,296044000000000
524,VICO,Victoria Investama Tbk.,9150094680,814358000000
525,VINS,Victoria Insurance Tbk.,1450490500,118940000000
526,VIVA,Visi Media Asia Tbk.,16464270400,4906350000000
527,VOKS,Voksel Electric Tbk.,831120519,1217590000000
528,VRNA,Verena Multi Finance Tbk.,1002000352,149298000000
529,WAPO,Wahana Pronatural Tbk.,520000000,27560000000
530,WEHA,WEHA Transportasi Indonesia Tbk.,886411265,134735000000
531,WICO,Wicaksana Overseas International Tbk.,1268950977,63447548850
532,WIIM,Wismilak Inti Makmur Tbk.,2099873760,923944000000
533,WIKA,Wijaya Karya (Persero) Tbk.,8969951372,21169100000000
534,WINS,Wintermar Offshore Marine Tbk.,4038011640,888363000000
535,WOMF,Wahana Ottomitra Multiartha Tbk.,3481481480,487407000000
536,WSBP,Waskita Beton Precast Tbk.,26361157534,14630400000000
537,WSKT,Waskita Karya (Persero) Tbk.,13573709450,34613000000000
538,WTON,Wijaya Karya Beton Tbk.,8715466600,7190260000000
539,YPAS,Yanaprima Hastapersada Tbk,668000089,561120000000
540,YULE,Yulie Sekurindo Tbk,255000000,18360000000
541,ZBRA,Zebra Nusantara Tbk,856133009,42806650450
