No,Kode,Nama,Saham Beredar,Market Cap
417,ASDM,Asuransi Dayin Mitra Tbk.,192000000,220800000000
418,WEHA,Panorama Transportasi Tbk,861411156,219659844780
419,MBTO,Martina Berto Tbk.,1070000000,214000000000
420,MICE,Multi Indocitra Tbk.,600000000,211800000000
421,BMSR,Bintang Mitra Semestaraya Tbk,1159200024,208656004320
422,SKLT,Sekar Laut Tbk.,690740500,207222150000
423,PSDN,Prasidha Aneka Niaga Tbk,1440000000,205920000000
424,LAPD,Leyand International Tbk.,3966350139,198317506950
425,MIRA,Mitra International Resources Tbk.,3961452039,198072601950
426,OKAS,Ancora Indonesia Resources Tbk.,1765927777,196017983247
427,SULI,SLJ Global Tbk.,3111401022,192906863364
428,MYTX,Apac Citra Centertex Tbk,1466666577,187733321856
429,JPRS,Jaya Pari Steel Tbk,750000000,181500000000
430,LMPI,Langgeng Makmur Industri Tbk.,1008517669,176490592075
431,TBMS,Tembaga Mulia Semanan Tbk.,18367000,174486500000
432,KBLM,Kabelindo Murni Tbk.,1120000000,173600000000
433,RIGS,Rig Tenders Indonesia Tbk.,609130000,170556400000
434,TRUS,Trust Finance Indonesia Tbk,400000000,168400000000
435,ABBA,Mahaka Media Tbk.,2755125000,168062625000
436,RUIS,Radiant Utama Interinsco Tbk.,770000000,167090000000
437,ASBI,Asuransi Bintang Tbk.,174193236,165483574200
438,ALMI,Alumindo Light Metal Industry Tbk.,616000000,165088000000
439,MTSM,Metro Realty Tbk.,232848000,160665120000
440,ARTI,Ratu Prabu Energi Tbk,1568000000,158368000000
441,PTSN,Sat Nusapersada Tbk,1771448000,150573080000
442,MRAT,Mustika Ratu Tbk.,428000000,149800000000
443,ARTA,Arthavest Tbk,446674175,148742500275
444,KDSI,Kedawung Setia Industrial Tbk.,405000000,147420000000
445,PUDP,Pudjiadi Prestige Tbk.,329560000,145335960000
446,PRAS,Prima Alloy Steel Universal Tbk.,701043478,143012869512
447,PEGE,Panca Global Securities Tbk.,708354264,141670852800
448,LPIN,Multi Prima Sejahtera Tbk,21250000,131750000000
449,PDES,Destinasi Tirta Nusantara Tbk,715000000,131560000000
450,GEMA,Gema Grahasarana Tbk.,320000000,126400000000
451,WICO,Wicaksana Overseas International Tbk.,1268950977,125626146723
452,OCAP,Onix Capital Tbk.,273200000,122940000000
453,ZBRA,Zebra Nusantara Tbk,856133009,122427020287
454,APLI,Asiaplast Industries Tbk.,1500000000,121500000000
455,SSTM,Sunson Textile Manufacture Tbk,1170909181,120603645643
456,AHAP,Asuransi Harta Aman Pratama Tbk.,500000000,120000000000
457,DPNS,Duta Pertiwi Nusantara Tbk.,331129952,116888873056
458,MAMI,Mas Murni Indonesia Tbk,2307239903,115361995150
459,ITTG,Leo Investments Tbk.,1379000000,113078000000
460,HADE,HD Capital Tbk,2120000000,112360000000
461,RICY,Ricky Putra Globalindo Tbk,641717510,111658846740
462,INAI,Indal Aluminium Industry Tbk.,316800000,110880000000
463,SCPI,Merck Sharp Dohme Pharma Tbk.,3600000,104400000000
464,ERTX,Eratex Djaja Tbk.,160817474,101315008620
465,SQBB,Taisho Pharmaceutical Indonesia Tbk.,9268000,97314000000
466,BTON,Betonjaya Manunggal Tbk.,180000000,97200000000
467,IKAI,Intikeramik Alamasri Industri Tbk.,791383786,93383286748
468,ALKA,Alakasa Industrindo Tbk,101533011,91379709900
469,PICO,Pelangi Indah Canindo Tbk,568375000,90940000000
470,AKSI,Majapahit Securities Tbk.,720000000,90000000000
471,MGNA,Magna Finance Tbk.,1000000000,90000000000
472,GOLD,Golden Retailindo Tbk.,286000000,88660000000
473,ASJT,Asuransi Jasa Tania Tbk.,300000000,88200000000
474,TIRA,Tira Austenite Tbk,58800000,88200000000
475,TMPO,Tempo Intimedia Tbk.,725000000,87725000000
476,TIRT,Tirta Mahakam Resources Tbk,1011774750,87012628500
477,DEFI,Danasupra Erapacific Tbk,67600000,84500000000
478,CTTH,Citatah Tbk.,1230839821,82466268007
479,VRNA,Verena Multi Finance Tbk.,1002000352,80160028160
480,AKKU,Alam Karya Unggul Tbk.,253000000,77165000000
481,MYRXP,Saham Seri B Hanson International Tbk.,1120995000,75106665000
482,PYFA,Pyridam Farma Tbk,535080000,72235800000
483,LRNA,Eka Sari Lorena Transport Tbk.,350000000,71400000000
484,TRIL,Triwira Insanlestari Tbk.,1200000000,67200000000
485,RIMO,Rimo Catur Lestari Tbk,340000000,64600000000
486,SDPC,Millennium Pharmacon International,728000000,64064000000
487,LMSH,Lionmesh Prima Tbk.,9600000,61920000000
488,CNTX,Century Textile Industry Tbk.,3500000,61250000000
489,BIMA,Primarindo Asia Infrastructure Tbk.,86000000,60200000000
490,SIMA,Siwani Makmur Tbk,442589871,56651503488
491,PKPK,Perdana Karya Perkasa Tbk,600000000,52800000000
492,PGLI,Pembangunan Graha Lestari Indah Tbk.,488000000,51240000000
493,GMCW,Grahamas Citrawisata Tbk.,58839958,50602363880
494,INTD,Inter Delta Tbk,118365600,44978928000
495,INCI,Intanwijaya Internasional Tbk,181035556,43086462328
496,AIMS,Akbar Indo Makmur Stimec Tbk,110000000,41250000000
497,LMAS,Limas Indonesia Makmur Tbk,787851525,40180427775
498,SAFE,Steady Safe Tbk,391799407,38396341886
499,KICI,Kedaung Indah Can Tbk,138000000,36984000000
500,WAPO,Wahana Pronatural Tbk.,520000000,33280000000
501,BAPA,Bekasi Asri Pemula Tbk.,661784520,33089226000
502,YULE,Yulie Sekurindo Tbk,255000000,32640000000
503,CNTB,Saham Seri B ( Centex Tbk ),6500000,32500000000
504,UNTX,Unitex Tbk.,8068500,29853450000
505,RBMS,Ristia Bintang Mahkotasejati Tbk.,326722500,28751580000
506,CMPP,Centris Multipersada Pratama Tbk.,216000000,26784000000
507,KONI,Perdana Bangun Pusaka Tbk,76000000,25080000000
508,UNIT,Nusantara Inti Corpora Tbk,75422200,23984259600
509,JKSW,Jakarta Kyoei Steel Works Tbk.,150000000,10200000000
510,MAMIP,Mas Murni Tbk (Saham Preferen),6000000,3600000000
TOTAL KAPITALISASI PASAR 2014,,,,5228040000000000
