No,Kode,Nama,Saham Beredar,Market Cap
416,TAXI,Express Transindo Utama Tbk.,2145600000,225288000000
417,MICE,Multi Indocitra Tbk.,600000000,222000000000
418,CANI,Capitol Nusantara Indonesia Tbk.,833440000,220028160000
419,ASDM,Asuransi Dayin Mitra Tbk.,192000000,219840000000
420,IGAR,Champion Pacific Indonesia Tbk.,972204500,217773808000
421,LPLI,Star Pacific Tbk,1170432803,210677904540
422,JECC,Jembo Cable Company Tbk.,151200000,204120000000
423,CPGT,Citra Maharlika Nusantara Corpora Tbk.,3972222100,198611105000
424,LAPD,Leyand International Tbk.,3966350139,198317506950
425,MIRA,Mitra International Resources Tbk.,3961452039,198072601950
426,CLPI,Colorpak Indonesia Tbk.,306338500,197588332500
427,DSFI,Dharma Samudera Fishing Industries,1857135500,196856363000
428,AHAP,Asuransi Harta Aman Pratama Tbk.,840000000,184800000000
429,PSDN,Prasidha Aneka Niaga Tbk,1440000000,175680000000
430,ARTA,Arthavest Tbk,446674175,170182860675
431,RUIS,Radiant Utama Interinsco Tbk.,770000000,165550000000
432,OKAS,Ancora Indonesia Resources Tbk.,1765927777,164231283261
433,BULL,Buana Listya Tama Tbk.,2426895677,160175114682
434,VRNA,Verena Multi Finance Tbk.,1002000352,159318055968
435,MITI,Mitra Investindo Tbk.,1283228000,159120272000
436,SULI,SLJ Global Tbk.,3111401022,158681452122
437,TRUS,Trust Finance Indonesia Tbk,800000000,158400000000
438,SPMA,Suparma Tbk.,1492046658,153680805774
439,BAJA,Saranacentral Bajatama Tbk.,1800000000,151200000000
440,VINS,Victoria Insurance Tbk.,1450490500,150851012000
441,TIFA,Tifa Finance Tbk.,1079700000,150078300000
442,MBTO,Martina Berto Tbk.,1070000000,149800000000
443,KBLM,Kabelindo Murni Tbk.,1120000000,147840000000
444,PEGE,Panca Global Securities Tbk.,708354264,145212624120
445,ERTX,Eratex Djaja Tbk.,160817474,144735726600
446,AMIN,Ateliers Mecaniques D Indonesie Tbk.,1080000000,142560000000
447,MFMI,Multifiling Mitra Indonesia Tbk.,757581000,141667647000
448,PUDP,Pudjiadi Prestige Tbk.,329560000,138415200000
449,ABBA,Mahaka Media Tbk.,2755125000,137756250000
450,PTSN,Sat Nusapersada Tbk,1771448000,136401496000
451,POLY,Asia Pacific Fibers Tbk,2495753334,134770680036
452,INAI,Indal Aluminium Industry Tbk.,316800000,128304000000
453,DPNS,Duta Pertiwi Nusantara Tbk.,331129952,128147291424
454,WEHA,WEHA Transportasi Indonesia Tbk.,886411185,127643210640
455,NIKL,Pelat Timah Nusantara Tbk.,2523350000,126167500000
456,ALMI,Alumindo Light Metal Industry Tbk.,616000000,121968000000
457,OCAP,Onix Capital Tbk.,273200000,118022400000
458,PDES,Destinasi Tirta Nusantara Tbk,715000000,114400000000
459,LPIN,Multi Prima Sejahtera Tbk,21250000,114218750000
460,LMPI,Langgeng Makmur Industri Tbk.,1008517669,113962496597
461,ITTG,Leo Investments Tbk.,1379000000,113078000000
462,TBMS,Tembaga Mulia Semanan Tbk.,18367000,110202000000
463,HADE,HD Capital Tbk,2120000000,106000000000
464,GEMA,Gema Grahasarana Tbk.,320000000,104960000000
465,SCPI,Merck Sharp Dohme Pharma Tbk.,3600000,104400000000
466,RICY,Ricky Putra Globalindo Tbk,641717510,102033084090
467,APLI,Asiaplast Industries Tbk.,1500000000,97500000000
468,RIGS,Rig Tenders Indonesia Tbk.,609130000,97460800000
469,SQBB,Taisho Pharmaceutical Indonesia Tbk.,9268000,97314000000
470,DEFI,Danasupra Erapacific Tbk,676000000,94640000000
471,ASJT,Asuransi Jasa Tania Tbk.,600000000,94200000000
472,IKAI,Intikeramik Alamasri Industri Tbk.,791383786,90217751604
473,AKSI,Majapahit Inti Corpora Tbk.,720000000,90000000000
474,JPRS,Jaya Pari Steel Tbk,750000000,90000000000
475,MRAT,Mustika Ratu Tbk.,428000000,89024000000
476,PRAS,Prima Alloy Steel Universal Tbk.,701043478,87630434750
477,GOLD,Golden Retailindo Tbk.,286000000,85800000000
478,TIRA,Tira Austenite Tbk,58800000,83496000000
479,BTON,Betonjaya Manunggal Tbk.,180000000,78300000000
480,KDSI,Kedawung Setia Industrial Tbk.,405000000,77355000000
481,ASBI,Asuransi Bintang Tbk.,174193236,76645023840
482,AKKU,Alam Karya Unggul Tbk.,253000000,75900000000
483,ETWA,Eterindo Wahanatama Tbk,968297000,75527166000
484,MYTX,Apac Citra Centertex Tbk,1466666577,74799995427
485,ALKA,Alakasa Industrindo Tbk,101533011,74626763085
486,PICO,Pelangi Indah Canindo Tbk,568375000,72752000000
487,SIMA,Siwani Makmur Tbk,442589871,72584738844
488,ZBRA,Zebra Nusantara Tbk,856133009,71915172756
489,CTTH,Citatah Tbk.,1230839821,68927029976
490,WICO,Wicaksana Overseas International Tbk.,1268950977,64716499827
491,RIMO,Rimo International Lestari Tbk,340000000,64600000000
492,SSTM,Sunson Textile Manufacture Tbk,1170909181,60887277412
493,TRIL,Triwira Insanlestari Tbk.,1200000000,60000000000
494,PYFA,Pyridam Farma Tbk,535080000,59928960000
495,INDX,Tanah Laut Tbk,437913588,56928766440
496,MYRXP,Saham Seri B Hanson International Tbk.,1120995000,56049750000
497,INCI,Intanwijaya Internasional Tbk,181035556,55215844580
498,LMSH,Lionmesh Prima Tbk.,96000000,55200000000
499,KARW,ICTSI Jasa Prima Tbk.,587152700,55192353800
500,MTSM,Metro Realty Tbk.,232848000,53089344000
501,MGNA,Magna Finance Tbk.,1000000000,53000000000
502,CNTX,Century Textile Industry Tbk.,3500000,50925000000
503,GMCW,Grahamas Citrawisata Tbk.,58839958,50602363880
504,TIRT,Tirta Mahakam Resources Tbk,1011774750,50588737500
505,SDPC,Millennium Pharmacon International,728000000,50232000000
506,TMPO,Tempo Intimedia Tbk.,725000000,50025000000
507,AIMS,Akbar Indo Makmur Stimec Tbk,110000000,46200000000
508,INTD,Inter Delta Tbk,118365600,44978928000
509,LRNA,Eka Sari Lorena Transport Tbk.,350000002,42700000244
510,LMAS,Limas Indonesia Makmur Tbk,787851525,39392576250
511,SAFE,Steady Safe Tbk,391799407,35261946630
512,KICI,Kedaung Indah Can Tbk,138000000,34500000000
513,PGLI,Pembangunan Graha Lestari Indah Tbk.,488000000,33672000000
514,BAPA,Bekasi Asri Pemula Tbk.,661784520,33089226000
515,CNTB,Saham Seri B ( Centex Tbk ),6500000,32500000000
516,BIMA,Primarindo Asia Infrastructure Tbk.,86000000,30100000000
517,PKPK,Perdana Karya Perkasa Tbk,600000000,30000000000
518,WAPO,Wahana Pronatural Tbk.,520000000,28080000000
519,CMPP,Rimau Multi Putra Pratama Tbk.,216000000,23112000000
520,KONI,Perdana Bangun Pusaka Tbk,76000000,21280000000
521,YULE,Yulie Sekurindo Tbk,255000000,20655000000
522,RBMS,Ristia Bintang Mahkotasejati Tbk.,326722500,20583517500
523,UNIT,Nusantara Inti Corpora Tbk,75422200,19609772000
524,JKSW,Jakarta Kyoei Steel Works Tbk.,150000000,10200000000
525,MAMIP,Mas Murni Tbk (Saham Preferen),6000000,3600000000
