No,Kode,Nama,Saham Beredar,Market Cap
414,PKPK,Perdana Karya Perkasa Tbk,600000000,40200000000
415,PLAS,Polaris Investama Tbk,1184200000,59210000000
416,PLIN,Plaza Indonesia Realty Tbk.,3550000000,12602500000000
417,PNBN,Bank Pan Indonesia Tbk,23837645998,27174900000000
418,PNBS,Bank Panin Dubai Syariah Tbk.,10088335256,655742000000
419,PNIN,Paninvest Tbk.,4068323920,3580130000000
420,PNLF,Panin Financial Tbk.,32022073293,7941470000000
421,PNSE,Pudjiadi & Sons Tbk.,797813496,997267000000
422,POLY,Asia Pacific Fibers Tbk,2495753334,177198000000
423,POOL,Pool Advista Indonesia Tbk.,2250168464,9113180000000
424,PORT,Nusantara Pelabuhan Handal Tbk.,2813941985,1007390000000
425,POWR,Cikarang Listrindo Tbk.,16087156000,20913300000000
426,PPRE,PP Presisi Tbk.,10224271000,4253300000000
427,PPRO,PP Properti Tbk.,61675671883,11656700000000
428,PRAS,Prima Alloy Steel Universal Tbk.,701043478,154230000000
429,PRDA,Prodia Widyahusada Tbk.,937500000,3468750000000
430,PSAB,J Resources Asia Pasifik Tbk.,26460000000,4736340000000
431,PSDN,Prasidha Aneka Niaga Tbk,1440000000,368640000000
432,PSKT,Red Planet Indonesia Tbk.,10351231636,517562000000
433,PSSI,Pelita Samudera Shipping Tbk.,5030000000,553300000000
434,PTBA,Bukit Asam Tbk.,11520659250,28340800000000
435,PTIS,Indo Straits Tbk.,550165300,330099000000
436,PTPP,PP (Persero) Tbk.,6199897354,16367700000000
437,PTRO,Petrosea Tbk.,1008605000,1674280000000
438,PTSN,Sat Nusapersada Tbk,1771448000,331261000000
439,PTSP,Pioneerindo Gourmet International Tbk.,220808000,1589820000000
440,PUDP,Pudjiadi Prestige Tbk.,329560000,148302000000
441,PWON,Pakuwon Jati Tbk.,48159602400,32989300000000
442,PYFA,Pyridam Farma Tbk,535080000,97919640000
443,RAJA,Rukun Raharja Tbk.,4077082500,1223120000000
444,RALS,Ramayana Lestari Sentosa Tbk.,7096000000,8515200000000
445,RANC,Supra Boga Lestari Tbk.,1564487500,516281000000
446,RBMS,Ristia Bintang Mahkotasejati Tbk.,326722500,77759955000
447,RDTX,Roda Vivatex Tbk,268800000,1612800000000
448,RELI,Reliance Sekuritas Indonesia Tbk.,1800000000,766800000000
449,RICY,Ricky Putra Globalindo Tbk,641717510,96257626500
450,RIGS,Rig Tenders Indonesia Tbk.,609130000,110253000000
451,RIMO,Rimo International Lestari Tbk,40936000000,6467890000000
452,RMBA,Bentoel Internasional Investama Tbk.,36401136250,13832400000000
453,RODA,Pikko Land Development Tbk.,13592128209,2310660000000
454,ROTI,Nippon Indosari Corpindo Tbk.,6186488888,7887770000000
455,RUIS,Radiant Utama Interinsco Tbk.,770000000,178640000000
456,SAFE,Steady Safe Tbk,615145012,188234000000
457,SAME,Sarana Meditama Metropolitan Tbk.,5900000000,3363000000000
458,SCBD,Danayasa Arthatama Tbk.,3322092000,8969650000000
459,SCCO,Supreme Cable Manufacturing & Commerce Tbk.,205583400,1850250000000
460,SCMA,Surya Citra Media Tbk.,14621601234,36261600000000
461,SCPI,Merck Sharp Dohme Pharma Tbk.,3600000,104400000000
462,SDMU,Sidomulyo Selaras Tbk.,1135225000,533556000000
463,SDPC,Millennium Pharmacon International Tbk.,1274000000,140140000000
464,SDRA,Bank Woori Saudara Indonesia 1906 Tbk.,6515116991,5798450000000
465,SGRO,Sampoerna Agro Tbk.,1890000000,4857300000000
466,SHID,Hotel Sahid Jaya International Tbk.,1119326168,1734960000000
467,SHIP,Sillo Maritime Perdana Tbk.,2500000000,1975000000000
468,SIAP,Sekawan Intipratama Tbk,24000000000,1992000000000
469,SIDO,Industri Jamu dan Farmasi Sido Muncul Tbk.,15000000000,8175000000000
470,SILO,Siloam International Hospitals Tbk.,1625765625,15566700000000
471,SIMA,Siwani Makmur Tbk,442589871,82321716006
472,SIMP,Salim Ivomas Pratama Tbk.,15816310000,7338770000000
473,SIPD,Sierad Produce Tbk.,1339102579,1245370000000
474,SKBM,Sekar Bumi Tbk.,1726003217,1234090000000
475,SKLT,Sekar Laut Tbk.,690740500,759815000000
476,SKYB,Skybee Tbk.,585000000,245700000000
477,SMAR,Smart Tbk.,2872193366,9822900000000
478,SMBR,Semen Baturaja (Persero) Tbk.,9924797283,37714200000000
479,SMCB,Holcim Indonesia Tbk.,7662900000,6398520000000
480,SMDM,Suryamas Dutamakmur Tbk.,4772138237,505847000000
481,SMDR,Samudera Indonesia  Tbk.,3275120000,1277300000000
482,SMGR,Semen Indonesia (Persero) Tbk.,5931520000,58722000000000
483,SMMA,Sinarmas Multiartha Tbk.,6367664717,61766300000000
484,SMMT,Golden Eagle Energy Tbk.,3150000000,418950000000
485,SMRA,Summarecon Agung Tbk.,14426781680,13633300000000
486,SMRU,SMR Utama Tbk.,12499385782,6024700000000
487,SMSM,Selamat Sempurna Tbk.,5758675440,7227140000000
488,SOCI,Soechi Lines Tbk.,7059000000,1665920000000
489,SONA,Sona Topas Tourism Industry Tbk.,331200000,761760000000
490,SPMA,Suparma Tbk.,2114570958,448289000000
491,SQBB,Taisho Pharmaceutical Indonesia Tbk.,9268000,97314000000
492,SQBI,Taisho Pharmaceutical Indonesia Tbk.,972000,427680000000
493,SQMI,Renuka Coalindo Tbk.,301200000,99998400000
494,SRAJ,Sejahteraraya Anugrahjaya Tbk.,10917783981,2642100000000
495,SRIL,Sri Rejeki Isman Tbk.,20452176844,7771830000000
496,SRSN,Indo Acidatama Tbk,6020000000,301000000000
497,SRTG,Saratoga Investama Sedaya Tbk.,2712967000,9712420000000
498,SSIA,Surya Semesta Internusa Tbk.,4705249440,2423200000000
499,SSMS,Sawit Sumbermas Sarana Tbk.,9525000000,14287500000000
500,SSTM,Sunson Textile Manufacture Tbk,1170909181,444945000000
501,STAR,Star  Petrochem Tbk.,4800000602,475200000000
502,STTP,Siantar Top Tbk.,1310000000,5711600000000
503,SUGI,Sugih Energy Tbk.,24811541414,1240580000000
504,SULI,SLJ Global Tbk.,3986916802,757514000000
505,SUPR,Solusi Tunas Pratama Tbk.,1137579698,7735540000000
506,TALF,Tunas Alfin Tbk.,1353435000,565736000000
507,TAMU,Pelayaran Tamarin Samudra Tbk.,3750000000,13425000000000
508,TARA,Sitara Propertindo Tbk.,10069645750,7854320000000
509,TAXI,Express Transindo Utama Tbk.,2145600000,107280000000
510,TBIG,Tower Bersama Infrastructure Tbk.,4531399889,29114200000000
511,TBLA,Tunas Baru Lampung Tbk.,5342098939,6544070000000
512,TBMS,Tembaga Mulia Semanan Tbk.,367340000,330606000000
513,TCID,Mandom Indonesia Tbk.,201066667,3599090000000
514,TELE,Tiphone Mobile Indonesia Tbk.,7302194889,7302190000000
515,TFCO,Tifico Fiber Indonesia Tbk.,4823076400,3810230000000
516,TGKA,Tigaraksa Satria Tbk.,918492750,2388080000000
517,TGRA,Terregra Asia Energy Tbk.,2750000000,1498750000000
518,TIFA,Tifa Finance Tbk.,1079700000,207302000000
519,TINS,Timah (Persero) Tbk.,7447753454,5772010000000
520,TIRA,Tira Austenite Tbk,588000000,152880000000
521,TIRT,Tirta Mahakam Resources Tbk,1011774750,90047952750
522,TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,3113223570,9090610000000
523,TLKM,Telekomunikasi Indonesia (Persero) Tbk.,100800000000,447552000000000
524,TMAS,Pelayaran Tempuran Emas Tbk.,1141030000,1306480000000
525,TMPI,Sigmagold Inti Perkasa Tbk.,5502083747,275104000000
526,TMPO,Tempo Intimedia Tbk.,725000000,203000000000
527,TOBA,Toba Bara Sejahtra Tbk.,2012491000,4165860000000
528,TOPS,Totalindo Eka Persada Tbk.,6666000000,23864300000000
529,TOTL,Total Bangun Persada Tbk.,3410000000,2250600000000
530,TOTO,Surya Toto Indonesia Tbk.,10320000000,4210560000000
531,TOWR,Sarana Menara Nusantara Tbk.,10202925000,40811700000000
532,TPIA,Chandra Asri Petrochemical Tbk.,17833520260,107001000000000
533,TPMA,Trans Power Marine Tbk.,2633300000,434495000000
534,TRAM,Trada Alam Minera Tbk.,21892003757,4334620000000
535,TRIL,Triwira Insanlestari Tbk.,1200000000,60000000000
536,TRIM,Trimegah Sekuritas Indonesia Tbk.,7109300000,1059290000000
537,TRIO,Trikomsel Oke Tbk.,26007494645,52015000000000
538,TRIS,Trisula International Tbk.,1047587802,322657000000
539,TRST,Trias Sentosa Tbk.,2808000000,1050190000000
540,TRUB,Truba Alam Manunggal Engineering Tbk.,15799456267,789973000000
541,TRUS,Trust Finance Indonesia Tbk,800000000,104000000000
542,TSPC,Tempo Scan Pacific Tbk.,4500000000,8100000000000
543,TURI,Tunas Ridean Tbk.,5580000000,6305400000000
544,ULTJ,"Ultra Jaya Milk Industry & Trading Company, Tbk.",11553528000,14961800000000
545,UNIC,Unggul Indah Cahaya Tbk.,383331363,1310990000000
546,UNIT,Nusantara Inti Corpora Tbk,75422200,17196261600
547,UNSP,Bakrie Sumatera Plantations Tbk.,1372047144,223644000000
548,UNTR,United Tractors Tbk.,3730135136,132047000000000
549,UNVR,Unilever Indonesia Tbk.,7630000000,426517000000000
550,VICO,Victoria Investama Tbk.,9150094680,1866620000000
551,VINS,Victoria Insurance Tbk.,1452166800,274460000000
552,VIVA,Visi Media Asia Tbk.,16464270400,5367350000000
553,VOKS,Voksel Electric Tbk.,4155602595,1296550000000
554,VRNA,Verena Multi Finance Tbk.,2585160908,240420000000
555,WAPO,Wahana Pronatural Tbk.,520000000,41080000000
556,WEGE,Wijaya Karya Bangunan Gedung Tbk.,9572000000,2603580000000
557,WEHA,WEHA Transportasi Indonesia Tbk.,886411265,179055000000
558,WICO,Wicaksana Overseas International Tbk.,1268950977,685234000000
559,WIIM,Wismilak Inti Makmur Tbk.,2099873760,608963000000
560,WIKA,Wijaya Karya (Persero) Tbk.,8969951372,13903400000000
561,WINS,Wintermar Offshore Marine Tbk.,4038011640,1187180000000
562,WOMF,Wahana Ottomitra Multiartha Tbk.,3481481480,682370000000
563,WOOD,Integra Indocabinet Tbk.,6250000000,1525000000000
564,WSBP,Waskita Beton Precast Tbk.,26361157534,10755400000000
565,WSKT,Waskita Karya (Persero) Tbk.,13573902600,29998300000000
566,WTON,Wijaya Karya Beton Tbk.,8715466600,4357730000000
567,YPAS,Yanaprima Hastapersada Tbk,668000089,644620000000
568,YULE,Yulie Sekuritas Indonesia Tbk.,1734960032,444150000000
569,ZBRA,Zebra Nusantara Tbk,856133009,42806650450
570,ZINC,Kapuas Prima Coal Tbk.,5050000000,7524500000000
